loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,Reason,addr_state
20125, 36 months,24.50%,F,F3,TV Services Representative II,10+ years,OWN,65000,Source Verified,12/1/2013,Fully Paid,Debt consolidation,NY
8000, 36 months,7.90%,A,A4,Passport Specialist,7 years,MORTGAGE,71000,Verified,12/1/2013,Fully Paid,Personal Loan,NH
12000, 36 months,17.57%,D,D2,RN,3 years,MORTGAGE,85000,Not Verified,12/1/2013,Charged Off,Debt consolidation,SC
15000, 36 months,6.62%,A,A2,Linguist,3 years,MORTGAGE,59000,Not Verified,12/1/2013,Fully Paid,Credit Card Refinance,NM
15850, 60 months,24.99%,F,F4,Sr accounts payables specialist,2 years,RENT,55000,Verified,12/1/2013,Charged Off,Credit card  consolidation,NY
12000, 60 months,15.61%,C,C4,Pastor,10+ years,MORTGAGE,48000,Verified,12/1/2013,Late (31-120 days),creditcardpayoff,IL
6250, 36 months,14.98%,C,C3,Laborer,< 1 year,RENT,30000,Not Verified,12/1/2013,Charged Off,Debt Relief,OR
12000, 36 months,13.98%,C,C1,Optometrist,1 year,OWN,125000,Not Verified,12/1/2013,Charged Off,Consolidation Loan,TN
20000, 36 months,7.62%,A,A3,MANAGER,10+ years,OWN,105000,Source Verified,12/1/2013,Fully Paid,Credit card refinancing,TX
31000, 36 months,9.67%,B,B1,Driver,6 years,OWN,86500,Verified,12/1/2013,Fully Paid,dept,HI
12000, 36 months,13.53%,B,B5,operator,10+ years,MORTGAGE,56000,Verified,12/1/2013,Fully Paid,credit cards pay off,AZ
11200, 60 months,18.25%,D,D3,Risk Management Specialist,10+ years,RENT,86056,Source Verified,12/1/2013,Current,Debt Consolidation,DC
20000, 36 months,11.99%,B,B3,Respiratory Therapist,5 years,RENT,70000,Verified,12/1/2013,Fully Paid,Credit card refinance,CA
25000, 36 months,7.90%,A,A4,Asst Service MGR,5 years,MORTGAGE,82500,Verified,12/1/2013,Fully Paid,Credit Card Refinance - Good Credit,MI
20000, 36 months,17.57%,D,D2,Project supv,9 years,OWN,60000,Source Verified,12/1/2013,Fully Paid,debtcon,WA
15000, 36 months,13.53%,B,B5,,n/a,OWN,85000,Source Verified,12/1/2013,Charged Off,debt consolidation,TX
7000, 36 months,9.67%,B,B1,Customer Service Manager,7 years,RENT,54000,Not Verified,12/1/2013,Fully Paid,CC Consolidatoin Loan,NM
7000, 36 months,16.24%,C,C5,Sales and Service Representative,3 years,MORTGAGE,46000,Verified,12/1/2013,Charged Off,Debt Consolidation,LA
10000, 36 months,7.62%,A,A3,Director,2 years,MORTGAGE,93000,Not Verified,12/1/2013,Fully Paid,Credit card refinancing,CO
12000, 36 months,11.99%,B,B3,Supervisor,10+ years,OWN,29000,Source Verified,12/1/2013,Fully Paid,mine,NY
20000, 36 months,7.62%,A,A3,Logistics Manager,2 years,MORTGAGE,70000,Verified,12/1/2013,Fully Paid,Debt consolidation,FL
28000, 60 months,16.24%,C,C5,"Vice President, Due Diligence",8 years,RENT,155000,Verified,12/1/2013,Fully Paid,Debt consolidation,CA
9000, 36 months,11.99%,B,B3,operator,3 years,RENT,50000,Source Verified,12/1/2013,Fully Paid,credit card,CA
14750, 36 months,13.98%,C,C1,Account Manager,10+ years,RENT,60000,Verified,12/1/2013,Fully Paid,Moving - On,CA
24000, 60 months,19.22%,D,D4,Project Manager,3 years,MORTGAGE,114000,Verified,12/1/2013,Fully Paid,Wedding and Debt Consolidation,MO
15000, 36 months,13.53%,B,B5,general manager,3 years,RENT,55000,Verified,12/1/2013,Fully Paid,Debt consolidation,PA
18550, 36 months,13.98%,C,C1,cook,10+ years,OWN,45000,Not Verified,12/1/2013,Fully Paid,Consolidation,SD
7925, 36 months,19.22%,D,D4,Customer Service Manager,10+ years,MORTGAGE,84000,Not Verified,12/1/2013,Fully Paid,Debt Cons,CA
19600, 60 months,25.89%,G,G3,Software Developer,1 year,MORTGAGE,128000,Source Verified,12/1/2013,Fully Paid,Other,MD
1800, 36 months,17.57%,D,D2,Sales,2 years,MORTGAGE,40000,Not Verified,12/1/2013,Fully Paid,Assistance with Home Repairs,VA
8000, 36 months,14.98%,C,C3,IT Consultant,5 years,RENT,80000,Not Verified,12/1/2013,Fully Paid,Debt Consolidation,OH
14000, 60 months,15.61%,C,C4,Supervisor,2 years,MORTGAGE,85000,Verified,12/1/2013,Charged Off,Pay Off Bills,TX
7200, 36 months,14.47%,C,C2,Inside Sales,1 year,RENT,22226,Verified,12/1/2013,Fully Paid,Debt Consolidation,OK
6075, 36 months,14.98%,C,C3,Technical Support Analyst,1 year,MORTGAGE,58000,Not Verified,12/1/2013,Fully Paid,Auto Loan,KS
16200, 36 months,10.99%,B,B2,Educational Diagnostician ,8 years,OWN,80000,Not Verified,12/1/2013,Fully Paid,Credit card refinancing,TX
20000, 36 months,12.85%,B,B4,,10+ years,RENT,91000,Source Verified,12/1/2013,Fully Paid,My Loan,CA
10000, 60 months,16.99%,D,D1,Assistant Branch Manager,7 years,RENT,40000,Verified,12/1/2013,Fully Paid,Debt consolidation,IL
19125, 60 months,23.40%,E,E5,RN clinical supervisor,< 1 year,MORTGAGE,50000,Source Verified,12/1/2013,Charged Off,Freedom,WI
10000, 36 months,13.53%,B,B5,Head custodian,10+ years,RENT,50000,Not Verified,12/1/2013,Fully Paid,Other,OR
9600, 36 months,14.47%,C,C2,Senior Sales Coordinator,< 1 year,RENT,47500,Not Verified,12/1/2013,Fully Paid,Credit card refinancing,CA
20000, 36 months,14.98%,C,C3,Truck driver,9 years,MORTGAGE,105000,Verified,12/1/2013,Fully Paid,Debt consolidation & Home Improvement,NY
12375, 60 months,18.25%,D,D3,supervisor,10+ years,MORTGAGE,64000,Verified,12/1/2013,Current,debtconsoleloan,MI
7000, 36 months,13.98%,C,C1,Truck Driver,5 years,MORTGAGE,50000,Not Verified,12/1/2013,Fully Paid,Great,TN
8500, 36 months,14.98%,C,C3,Manager,9 years,RENT,44000,Not Verified,12/1/2013,Fully Paid,bills,MI
9600, 36 months,14.98%,C,C3,Pharmacy Technician,1 year,RENT,26000,Not Verified,12/1/2013,Fully Paid,CardAid,FL
2000, 36 months,19.22%,D,D4,cook,1 year,RENT,22000,Not Verified,12/1/2013,Fully Paid,pay my lease,CA
6000, 36 months,21.48%,E,E2,Cashier,1 year,OWN,25000,Not Verified,12/1/2013,Charged Off,Debt Consolidation,AZ
4000, 36 months,23.70%,F,F1,Sales Manager,10+ years,RENT,85000,Not Verified,12/1/2013,Fully Paid,Loanme,FL
5400, 36 months,13.53%,B,B5,Service rep/agent,5 years,RENT,32000,Not Verified,12/1/2013,Fully Paid,Credit card consolidation,PA
15000, 36 months,12.85%,B,B4,Project Manager,1 year,RENT,55000,Not Verified,12/1/2013,Fully Paid,Debt Payment,CA
10400, 36 months,11.99%,B,B3,RN ,10+ years,MORTGAGE,85000,Verified,12/1/2013,Fully Paid,Debt consolidation,OR
12000, 60 months,16.99%,D,D1,Maintenance Mechanic,10+ years,MORTGAGE,85000,Verified,12/1/2013,Fully Paid,Bill Consolidation ,FL
12000, 36 months,8.90%,A,A5,Table Games Associate,1 year,RENT,42000,Not Verified,12/1/2013,Fully Paid,Consolidation,LA
13600, 36 months,8.90%,A,A5,Technician,10+ years,MORTGAGE,60000,Not Verified,12/1/2013,Fully Paid,Consolidation,MO
8000, 36 months,13.98%,C,C1,Medical Assistant,1 year,RENT,30000,Not Verified,12/1/2013,Fully Paid,Debt consolidation,CA
15250, 60 months,13.98%,C,C1,Letter Carrier,2 years,RENT,57000,Verified,12/1/2013,Fully Paid,Refinance,KS
8000, 36 months,13.98%,C,C1,Receptionist,2 years,RENT,38000,Not Verified,12/1/2013,Fully Paid,Debt Consolidation,PA
28000, 60 months,18.25%,D,D3,Transportation Manager,10+ years,MORTGAGE,95000,Verified,12/1/2013,Charged Off,2nd Consol Loan,CA
23850, 36 months,16.99%,D,D1,Superivisor,9 years,MORTGAGE,78000,Verified,12/1/2013,Fully Paid,Personal,MN
10000, 60 months,14.98%,C,C3,Teacher,4 years,RENT,72000,Verified,12/1/2013,Fully Paid,Credit Card Refinancing,MD
13000, 36 months,13.53%,B,B5,RN,2 years,MORTGAGE,82000,Not Verified,12/1/2013,Fully Paid,cc consolidation,FL
4000, 36 months,13.98%,C,C1,grocery,4 years,MORTGAGE,102000,Source Verified,12/1/2013,Fully Paid,consolidate credit card,FL
8000, 36 months,7.90%,A,A4,Flight Attendant,4 years,RENT,40000,Verified,12/1/2013,Fully Paid,Credit Refinancing Loan,AK
8000, 36 months,19.97%,D,D5,Chemist,6 years,MORTGAGE,50000,Not Verified,12/1/2013,Fully Paid,Reset button,OH
10000, 36 months,18.25%,D,D3,Finance manager,10+ years,RENT,125000,Verified,12/1/2013,Fully Paid,Debt consolidation,CO
7925, 36 months,17.57%,D,D2,security,7 years,RENT,27000,Not Verified,12/1/2013,Charged Off,debt consolidation,FL
20050, 36 months,20.50%,E,E1,journeyman electrician,2 years,RENT,100000,Source Verified,12/1/2013,Fully Paid,credit card refinance and bill paying,HI
25000, 60 months,15.61%,C,C4,Product Manager,5 years,MORTGAGE,135000,Verified,12/1/2013,Fully Paid,Debt Loan Prime,TX
10000, 36 months,19.22%,D,D4,event services,10+ years,RENT,57000,Verified,12/1/2013,Fully Paid,personal,NY
12000, 60 months,15.61%,C,C4,Senior Auditor,6 years,RENT,56000,Verified,12/1/2013,Current,Loan A,NJ
21850, 60 months,18.25%,D,D3,pharmacy technician,3 years,MORTGAGE,50000,Verified,12/1/2013,Charged Off,credit fixer,CT
10000, 36 months,14.47%,C,C2,,n/a,RENT,79896,Verified,12/1/2013,Charged Off,Credit card refinancing,CA
15000, 36 months,8.90%,A,A5,2ND CLASS NETWORK OPERATOR,4 years,MORTGAGE,95000,Not Verified,12/1/2013,Fully Paid,DEBT CONSOLIDATION,PA
13225, 36 months,16.24%,C,C5,Information Systems Analyst,10+ years,MORTGAGE,77000,Verified,12/1/2013,Fully Paid,Looking to Consolidate Debt!,CA
4125, 36 months,23.70%,F,F1,Waitress,3 years,RENT,36000,Verified,12/1/2013,Charged Off,Personal,MD
10000, 36 months,13.53%,B,B5,Software Tester,< 1 year,MORTGAGE,95000,Source Verified,12/1/2013,Fully Paid,Debtconsol/basement,MD
8400, 36 months,10.99%,B,B2,machine opperator,10+ years,RENT,48000,Source Verified,12/1/2013,Fully Paid,pay-off,NH
15075, 36 months,10.99%,B,B2,CUSTOMER SERVICE,8 years,RENT,37000,Not Verified,12/1/2013,Fully Paid,DEBT,MA
15900, 36 months,12.85%,B,B4,Office Manager,1 year,RENT,37440,Not Verified,12/1/2013,Fully Paid,Debt payoff,IL
12000, 36 months,14.98%,C,C3,QC,6 years,RENT,40000,Source Verified,12/1/2013,Fully Paid,Debt Consolidation,CA
23500, 60 months,22.40%,E,E3,ASSEMBLER,10+ years,MORTGAGE,59817,Source Verified,12/1/2013,Charged Off,Debt consolidation,WI
9000, 36 months,16.24%,C,C5,SALES,< 1 year,MORTGAGE,32000,Verified,12/1/2013,Fully Paid,CREDIT CARD REFINANCE,KS
5000, 36 months,13.98%,C,C1,Title Examiner,2 years,MORTGAGE,35000,Not Verified,12/1/2013,Charged Off,Debt Relief,AR
24000, 36 months,11.99%,B,B3,Senior Maintenance Assistant,10+ years,MORTGAGE,88000,Source Verified,12/1/2013,Fully Paid,One Time,AZ
29175, 36 months,18.25%,D,D3,driver,5 years,RENT,70000,Verified,12/1/2013,Fully Paid,consolidation,NV
25000, 60 months,13.98%,C,C1,Operations Officer,6 years,MORTGAGE,90000,Source Verified,12/1/2013,Current,Cutting up credit cards,WA
22400, 36 months,10.99%,B,B2,AVP Software Development,< 1 year,RENT,130000,Source Verified,12/1/2013,Fully Paid,DebtCons,NY
12000, 36 months,8.90%,A,A5,teacher,10+ years,MORTGAGE,57000,Source Verified,12/1/2013,Fully Paid,credit card debt,TX
11000, 60 months,16.99%,D,D1,motorman,2 years,MORTGAGE,60000,Source Verified,12/1/2013,Fully Paid,debt reliief,CO
14000, 60 months,21.48%,E,E2,Teacher,9 years,MORTGAGE,67643,Verified,12/1/2013,Current,Loan1,PA
18000, 36 months,10.99%,B,B2,PR Director,1 year,RENT,123600,Verified,12/1/2013,Fully Paid,Credit Card Consolidation ,WA
22750, 60 months,22.90%,E,E4,Sales,2 years,MORTGAGE,68000,Verified,12/1/2013,Charged Off,Debt Consolidation ,MN
7500, 36 months,21.48%,E,E2,Reporting Analyst,10+ years,MORTGAGE,60000,Source Verified,12/1/2013,Charged Off,Other,NJ
10000, 60 months,12.85%,B,B4,Personnel,< 1 year,MORTGAGE,50000,Source Verified,12/1/2013,Fully Paid,Debt consolidation,HI
14400, 60 months,22.40%,E,E3,Service manager ,10+ years,RENT,84000,Verified,12/1/2013,Fully Paid,Consolidation Loan,CA
9000, 36 months,12.85%,B,B4,,6 years,RENT,53000,Verified,12/1/2013,Charged Off,Credit card consolidation,SC
27300, 60 months,18.25%,D,D3,Systems Integrator,7 years,MORTGAGE,100000,Verified,12/1/2013,Charged Off,LendingClub,TX
5000, 36 months,15.61%,C,C4,VP of Merchandising,10+ years,RENT,122000,Verified,12/1/2013,Fully Paid,Debt consolidation,CA
11000, 36 months,9.67%,B,B1,Retirement Plan Administrator,2 years,RENT,42000,Verified,12/1/2013,Fully Paid,Pay Off Credit Cards,PA
3250, 36 months,18.25%,D,D3,plumber,7 years,RENT,60000,Not Verified,12/1/2013,Fully Paid,personal loan,TX
15000, 60 months,16.99%,D,D1,Teacher,10+ years,MORTGAGE,106000,Verified,12/1/2013,Current,Account Assistance,PA
16000, 36 months,13.53%,B,B5,Office Manager,4 years,RENT,54000,Not Verified,12/1/2013,Charged Off,zero,TX
17250, 36 months,8.90%,A,A5,P&D Driver,< 1 year,RENT,70000,Not Verified,12/1/2013,Fully Paid,Credit Card Payoff,NJ
10000, 36 months,10.99%,B,B2,Account manager,10+ years,MORTGAGE,60000,Verified,12/1/2013,Charged Off,Debt consolidation,LA
30000, 60 months,19.22%,D,D4,Nurse practitioner,8 years,RENT,126000,Verified,12/1/2013,Fully Paid,Debt consolidation,NJ
16000, 36 months,7.90%,A,A4,Corporate Security Investigations Mgr,5 years,MORTGAGE,95500,Verified,12/1/2013,Fully Paid,Debt Consolidation,GA
5000, 36 months,19.22%,D,D4,labor,3 years,RENT,25000,Not Verified,12/1/2013,Fully Paid,Debt consolidation,KS
12000, 36 months,9.67%,B,B1,,n/a,RENT,44000,Source Verified,12/1/2013,Fully Paid,Operation Clean Slate,WA
35000, 36 months,12.85%,B,B4,President,10+ years,MORTGAGE,380000,Source Verified,12/1/2013,Fully Paid,Debt consolidation,MN
5000, 36 months,11.99%,B,B3,Lead Software Engineer,1 year,RENT,140000,Verified,12/1/2013,Fully Paid,Credit Card Refinance,CA
35000, 36 months,14.47%,C,C2,Engineering Director,10+ years,MORTGAGE,167829,Verified,12/1/2013,Fully Paid,Debt consolidation,MI
7000, 36 months,23.40%,E,E5,Administrative Assistant,5 years,RENT,50000,Source Verified,12/1/2013,Fully Paid,Pay Dept,NY
20000, 36 months,15.61%,C,C4,Director of special education,10+ years,MORTGAGE,97000,Source Verified,12/1/2013,Fully Paid,Debt consolidation,MA
15000, 36 months,10.99%,B,B2,state eligibilty consultant,10+ years,MORTGAGE,71000,Not Verified,12/1/2013,Fully Paid,debt free,IN
19425, 36 months,13.53%,B,B5,Test Engineer,5 years,RENT,68000,Source Verified,12/1/2013,Fully Paid,Debt consolidation,CA
19000, 36 months,11.99%,B,B3,Teacher,10+ years,MORTGAGE,62500,Not Verified,12/1/2013,Fully Paid,Credit card refinancing,GA
9000, 36 months,7.62%,A,A3,Funeral Director,10+ years,RENT,63000,Not Verified,12/1/2013,Fully Paid,Debt consolidation,NC
8500, 36 months,12.85%,B,B4,Supervisor,8 years,MORTGAGE,31000,Verified,12/1/2013,Fully Paid,Pay bills,CT
10000, 36 months,8.90%,A,A5,Sr System Analyst,4 years,RENT,102000,Not Verified,12/1/2013,Fully Paid,Credit Refinance,WI
10150, 60 months,23.40%,E,E5,Anesthesia Technician,7 years,MORTGAGE,40000,Source Verified,12/1/2013,Fully Paid,debthouserepair,OR
15000, 36 months,11.99%,B,B3,plantforeman,10+ years,MORTGAGE,40600,Verified,12/1/2013,Fully Paid,debtconsolidation,NC
9500, 36 months,13.53%,B,B5,Watershed Area Manager,10+ years,MORTGAGE,75000,Verified,12/1/2013,Fully Paid,Debt consolidation,NC
12700, 36 months,12.85%,B,B4,CCP,< 1 year,OWN,28600,Verified,12/1/2013,Charged Off,lendingclub,VA
5600, 36 months,19.22%,D,D4,Patient Access Representative II,5 years,RENT,45000,Verified,12/1/2013,Fully Paid,Step Foward,NY
10000, 60 months,18.25%,D,D3,LOGISTICS,7 years,RENT,41867,Verified,12/1/2013,Fully Paid,clean up,NY
10000, 36 months,10.99%,B,B2,Teacher,2 years,RENT,25000,Verified,12/1/2013,Charged Off,consolidate,NJ
14075, 36 months,11.99%,B,B3,Spindle Technician,6 years,MORTGAGE,57000,Verified,12/1/2013,Fully Paid,CC consolidate,GA
3000, 36 months,22.90%,E,E4,Legal Secretary,3 years,RENT,42500,Not Verified,12/1/2013,Fully Paid,Debt consolidation,PA
31300, 36 months,16.24%,C,C5,Technology Director,3 years,RENT,85000,Verified,12/1/2013,Charged Off,Credit Consolidation,TX
16400, 36 months,16.99%,D,D1,dispatcher,10+ years,OWN,52666,Not Verified,12/1/2013,Fully Paid,credit card pay off,TX
8000, 36 months,16.99%,D,D1,Flex Merchandiser,< 1 year,MORTGAGE,32000,Not Verified,12/1/2013,Fully Paid,Loan Consolidation,NC
18000, 36 months,6.62%,A,A2,Registered Nurse,3 years,RENT,84000,Not Verified,12/1/2013,Fully Paid,Consolidate Time!,HI
6000, 36 months,15.61%,C,C4,,n/a,OWN,50000,Source Verified,12/1/2013,Fully Paid,Payoff Credit Cards with lower interest.,AZ
15000, 60 months,21.48%,E,E2,Home office mail center lead,10+ years,OWN,42000,Source Verified,12/1/2013,Charged Off,Help,MA
28000, 36 months,13.53%,B,B5,Programmer analyst,8 years,RENT,120000,Verified,12/1/2013,Fully Paid,Credit card consolidation,IL
10600, 60 months,22.90%,E,E4,Lineman,10+ years,MORTGAGE,75000,Source Verified,12/1/2013,Charged Off,Consolidation,GA
35000, 60 months,14.47%,C,C2,Flight line Mech,7 years,MORTGAGE,127500,Source Verified,12/1/2013,Current,Debt Cons.,WA
35000, 60 months,20.50%,E,E1,Street Supervisor,7 years,MORTGAGE,85000,Source Verified,12/1/2013,Charged Off,Debt Consolidation,CO
35000, 60 months,19.22%,D,D4,Plant Manager,10+ years,MORTGAGE,125000,Verified,12/1/2013,Current,Consolidate AA,TX
15075, 60 months,21.48%,E,E2,Senior Design Engineer,10+ years,MORTGAGE,110000,Verified,12/1/2013,Fully Paid,Debt management  ,PA
6000, 36 months,14.47%,C,C2,Executive Assistant,< 1 year,MORTGAGE,52000,Source Verified,12/1/2013,Fully Paid,Debt consolidation,CA
5000, 36 months,13.98%,C,C1,tchnician,7 years,RENT,30450,Not Verified,12/1/2013,Fully Paid,Debt consolidation,GA
11500, 36 months,11.99%,B,B3,Equipment Operator,< 1 year,MORTGAGE,61089,Verified,12/1/2013,Fully Paid,Credit Card Consolidation,MI
10500, 36 months,11.99%,B,B3,Outside Sales,7 years,RENT,65000,Not Verified,12/1/2013,Fully Paid,Debt consolidation,WA
6600, 36 months,6.62%,A,A2,Manufacturing Technician,2 years,MORTGAGE,56000,Not Verified,12/1/2013,Fully Paid,College and Wedding Debt,MD
20000, 60 months,20.50%,E,E1,Commercial Lending Assistant,10+ years,MORTGAGE,60320,Source Verified,12/1/2013,Current,Debt consolidation,NV
12000, 36 months,12.85%,B,B4,Supervisor,8 years,RENT,44000,Not Verified,12/1/2013,Fully Paid,Debt Be Gone,NY
9000, 36 months,10.99%,B,B2,clinician III,1 year,RENT,52500,Not Verified,12/1/2013,Fully Paid,debt mgmt.,CT
10000, 36 months,14.98%,C,C3,Rig-hand,< 1 year,RENT,40000,Verified,12/1/2013,Charged Off,Debt consolidation,OK
4800, 36 months,9.67%,B,B1,Management,10+ years,MORTGAGE,72000,Not Verified,12/1/2013,Fully Paid,personal,WV
8000, 36 months,13.53%,B,B5,Psych Attendent,6 years,MORTGAGE,25000,Verified,12/1/2013,Fully Paid,Making life easier.,IN
24000, 36 months,8.90%,A,A5,Global Account Manager,10+ years,OWN,160000,Verified,12/1/2013,Fully Paid,Credit Card Repayment,CO
12000, 36 months,7.90%,A,A4,Vice President of Recruiting,1 year,MORTGAGE,150000,Verified,12/1/2013,Fully Paid,Cosolidation,VA
11050, 60 months,21.48%,E,E2,assembler,5 years,RENT,49000,Source Verified,12/1/2013,Fully Paid,consolidation,NJ
3000, 36 months,13.98%,C,C1,supervisor,2 years,RENT,52000,Source Verified,12/1/2013,Fully Paid,Dependable repayment,NV
9800, 36 months,13.98%,C,C1,Barista,2 years,RENT,30000,Not Verified,12/1/2013,Fully Paid,Personal Consolidation ,CA
30000, 60 months,16.99%,D,D1,facility manager,7 years,OWN,110000,Source Verified,12/1/2013,Charged Off,my loan,CA
6150, 36 months,15.61%,C,C4,HUSC II,5 years,RENT,43600,Not Verified,12/1/2013,Fully Paid,Vacation,CA
18000, 36 months,13.53%,B,B5,Energy Accounting,10+ years,MORTGAGE,59000,Verified,12/1/2013,Fully Paid,"Killing more debt, gaining more freedom",OR
9600, 36 months,7.90%,A,A4,Team Leader of Network Services,5 years,MORTGAGE,75000,Not Verified,12/1/2013,Fully Paid,Refinance debt,IL
16000, 36 months,10.99%,B,B2,Programmer Analyst,5 years,RENT,90000,Verified,12/1/2013,Fully Paid,personal loan,MA
28000, 36 months,8.90%,A,A5,Principal Engineer,7 years,MORTGAGE,160000,Source Verified,12/1/2013,Fully Paid,Debt Consolidation Loan,MA
5600, 36 months,13.53%,B,B5,Accountant,7 years,MORTGAGE,48000,Not Verified,12/1/2013,Fully Paid,Debt consolidation,IL
8000, 36 months,19.22%,D,D4,funeral director,4 years,MORTGAGE,150000,Source Verified,12/1/2013,Fully Paid,kitchen,NY
27600, 36 months,7.62%,A,A3,Implementation Specialist,10+ years,MORTGAGE,97000,Verified,12/1/2013,Fully Paid,Debt Consilidation,FL
6500, 36 months,11.99%,B,B3,System Engineer,3 years,MORTGAGE,72000,Source Verified,12/1/2013,Fully Paid,Loan,GA
16800, 36 months,6.62%,A,A2,Software Engineer,< 1 year,MORTGAGE,1000000,Verified,12/1/2013,Fully Paid,Debt Consolidation,UT
12375, 60 months,16.99%,D,D1,machine operator,10+ years,RENT,30000,Verified,12/1/2013,Fully Paid,new beginnings,MI
25000, 60 months,16.24%,C,C5,College Counsel - Attorney,10+ years,RENT,119206,Verified,12/1/2013,Current,CitiCarWells,CA
10000, 36 months,9.67%,B,B1,Performance Analyst,3 years,RENT,65000,Source Verified,12/1/2013,Fully Paid,Debt Consolidation Loan,CO
14000, 36 months,12.85%,B,B4,Executive Director,5 years,MORTGAGE,80000,Source Verified,12/1/2013,Fully Paid,Credit Cards,VA
14400, 36 months,13.98%,C,C1,Accounting Supervisor,2 years,MORTGAGE,93000,Not Verified,12/1/2013,Fully Paid,Signature Loan,MD
15750, 60 months,15.61%,C,C4,printing pressman,10+ years,MORTGAGE,75000,Verified,12/1/2013,Fully Paid,debt consoladiation,OH
25000, 36 months,21.48%,E,E2,Senior loan officer,2 years,RENT,75000,Verified,12/1/2013,Charged Off,Consolidate ,CA
28000, 36 months,8.90%,A,A5,Catastrophe Claims Adjuster,10+ years,MORTGAGE,90000,Verified,12/1/2013,Fully Paid,Improvements,IL
8875, 36 months,14.98%,C,C3,Crew leader,10+ years,MORTGAGE,22500,Not Verified,12/1/2013,Fully Paid,Debt consolidation,MO
21000, 60 months,15.61%,C,C4,Manager Construction & Engineering,10+ years,MORTGAGE,86000,Source Verified,12/1/2013,Fully Paid,Debt consolidation,TX
5200, 36 months,14.47%,C,C2,Bartender/ hourly manager,6 years,MORTGAGE,30000,Not Verified,12/1/2013,Fully Paid,Debt consolidation loan,OK
18000, 36 months,7.62%,A,A3,Consultant,7 years,MORTGAGE,90000,Source Verified,12/1/2013,Fully Paid,Debt Consolidation and Medical Bills,TX
2000, 36 months,15.61%,C,C4,aviation mechanic,5 years,RENT,45000,Verified,12/1/2013,Fully Paid,motorcycle,CA
18000, 36 months,8.90%,A,A5,director,10+ years,MORTGAGE,95000,Source Verified,12/1/2013,Fully Paid,Debt consolidation,NC
9000, 36 months,7.90%,A,A4,,7 years,RENT,91520,Source Verified,12/1/2013,Fully Paid,Pay-off Credit Card Balances,NY
9000, 36 months,12.85%,B,B4,Teacher,5 years,RENT,72000,Source Verified,12/1/2013,Fully Paid,Car Loan,CA
18000, 36 months,6.03%,A,A1,Property Manager,3 years,RENT,91000,Not Verified,12/1/2013,Fully Paid,Debt Consolidation,WY
29175, 36 months,19.22%,D,D4,,1 year,MORTGAGE,70000,Verified,12/1/2013,Charged Off,CC Consolidation ,PA
16000, 36 months,7.90%,A,A4,Registered Nurse,3 years,MORTGAGE,109000,Not Verified,12/1/2013,Fully Paid,Credit card refinancing,GA
9000, 36 months,10.99%,B,B2,Hair Stylist,4 years,MORTGAGE,53000,Not Verified,12/1/2013,Fully Paid,Debt Consolidation,TX
12200, 60 months,24.99%,F,F4,RN,10+ years,MORTGAGE,140000,Source Verified,12/1/2013,Charged Off,No more credit cards,IN
8000, 36 months,18.25%,D,D3,Executive Assistant,8 years,RENT,54500,Not Verified,12/1/2013,Fully Paid,Debt consolidation,MI
10625, 36 months,18.25%,D,D3,Project Manager,10+ years,RENT,68000,Not Verified,12/1/2013,Fully Paid,consolidate,RI
6000, 36 months,13.98%,C,C1,paralegal,5 years,RENT,97000,Not Verified,12/1/2013,Fully Paid,Debt consolidation,TX
10000, 36 months,11.99%,B,B3,Laborer,9 years,RENT,36000,Not Verified,12/1/2013,Fully Paid,Credit card refinancing ,HI
14400, 36 months,12.85%,B,B4,Teacher,6 years,OWN,53240,Verified,12/1/2013,Fully Paid,Credit cards,TX
30000, 36 months,16.99%,D,D1,Repair Supervisor,7 years,MORTGAGE,80000,Verified,12/1/2013,Fully Paid,Homeimprovement,CA
9600, 36 months,13.53%,B,B5,final assembly,1 year,RENT,31000,Verified,12/1/2013,Fully Paid,card pay off,CT
19750, 36 months,14.47%,C,C2,Food and Nutrition Director,5 years,MORTGAGE,91000,Verified,12/1/2013,Fully Paid,Debt Consolidation,CA
5000, 36 months,7.90%,A,A4,Marketing Coordinator,2 years,RENT,58000,Not Verified,12/1/2013,Fully Paid,Personal Loan,GA
18000, 36 months,8.90%,A,A5,Sr. System Architect,9 years,RENT,125000,Verified,12/1/2013,Fully Paid,Consolidate Debt & Lower Monthly Payment,MA
7000, 36 months,14.98%,C,C3,,10+ years,RENT,65000,Source Verified,12/1/2013,Fully Paid,Consolidation to reduce # of payments.,CO
15000, 36 months,9.67%,B,B1,rig supervisor,1 year,MORTGAGE,150000,Not Verified,12/1/2013,Fully Paid,consolidation,CO
12875, 60 months,16.99%,D,D1,sheetmetal assembler,10+ years,OWN,32000,Source Verified,12/1/2013,Fully Paid,Debt consolidation,KS
12000, 36 months,10.99%,B,B2,VP/Loan Processing Manager,10+ years,MORTGAGE,75000,Source Verified,12/1/2013,Fully Paid,Revolving Debt Reduction,GA
3000, 36 months,18.25%,D,D3,Programme Assistant,7 years,RENT,76000,Source Verified,12/1/2013,Fully Paid,Debt Free,NY
8000, 36 months,14.98%,C,C3,General Manager,1 year,MORTGAGE,55000,Verified,12/1/2013,Fully Paid,make it until Grad school graduation!,TX
